  1  4  4  2  8  2  2  2  1
  2  4  5  2 10  2  2  3  1
  3  4  5  2 10  2  2  1  2
  4  4  6  2 12  2  2  4  1
  5  4  7  2 14  2  2  5  1
  6  4  7  2 14  2  2  3  2
  7  4  7  2 14  2  2  1  3
  8  4  8  2 16  2  2  6  1
  9  4  8  2 16  2  2  4  2
 10  4  8  2 16  2  2  2  3
 11  4  9  2 18  2  2  7  1
 12  4  9  2 18  2  2  5  2
 13  4  9  2 18  2  2  1  4
 14  4 10  2 20  2  2  8  1
 15  4 10  2 20  2  2  6  2
 16  4 10  2 20  2  2  4  3
 17  4 10  2 20  2  2  2  4
 18  6  4  2 12  3  2  0  1
 19  6  6  2 18  3  2  2  1
 20  6  7  2 21  2  3  2  1
 21  6  7  2 21  3  2  3  1
 22  6  8  2 24  3  2  4  1
 23  6  8  2 24  3  2  0  2
 24  6  8  2 24  2  3  1  2
 25  6  9  2 27  2  3  3  1
 26  6  9  2 27  3  2  5  1
 27  6  9  2 27  3  2  1  2
 28  6 10  2 30  3  2  6  1
 29  8  6  2 24  4  2  0  1
 30  8  8  2 32  4  2  2  1
 31  8  9  2 36  4  2  3  1
 32  8 10  2 40  2  4  2  1
 33  8 10  2 40  4  2  4  1
 34  9  6  2 27  3  3  0  1
 35  9 10  2 45  3  3  2  1
 36 10  8  2 40  5  2  0  1
 37 10 10  2 50  5  2  2  1
 38 12  8  2 48  3  4  0  1
 39 12  9  2 54  4  3  0  1
 40 12 10  2 60  6  2  0  1
 41 15 10  2 75  3  5  0  1
 42  6  3  3  6  3  2  2  1
 43  6  6  3 12  2  3  3  2
 44  6  6  3 12  3  2  4  2
 45  6  7  3 14  2  3  4  2
 46  6  7  3 14  3  2  2  3
 47  6  8  3 16  2  3  5  2
 48  6  8  3 16  3  2  4  3
 49  6  9  3 18  2  3  6  2
 50  6  9  3 18  3  2  6  3
 51  6  9  3 18  3  2  2  4
 52  6  9  3 18  2  3  3  4
 53  6 10  3 20  2  3  7  2
 54  8  3  3  8  4  2  0  1
 55  8  6  3 16  4  2  0  2
 56  8  9  3 24  4  2  6  2
 57  8  9  3 24  4  2  0  3
 58  8  9  3 24  2  4  2  3
 59  9  5  3 15  3  3  2  1
 60  9  6  3 18  3  3  3  1
 61  9  7  3 21  3  3  4  1
 62  9  7  3 21  3  3  1  2
 63  9  8  3 24  3  3  5  1
 64  9  9  3 27  3  3  6  1
 65  9  9  3 27  3  3  3  2
 66  9 10  3 30  3  3  7  1
 67  9 10  3 30  3  3  4  2
 68  9 10  3 30  3  3  1  3
 69 10  6  3 20  5  2  4  1
 70 12  5  3 20  6  2  0  1
 71 12  6  3 24  6  2  2  1
 72 12  7  3 28  3  4  2  1
 73 12  7  3 28  6  2  4  1
 74 12  8  3 32  2  6  2  1
 75 12  9  3 36  4  3  0  2
 76 12 10  3 40  3  4  4  1
 77 12 10  3 40  6  2  0  2
 78 12 10  3 40  4  3  1  2
 79 14  6  3 28  7  2  0  1
 80 14  9  3 42  7  2  6  1
 81 15  6  3 30  5  3  0  1
 82 15  8  3 40  5  3  2  1
 83 15  9  3 45  3  5  2  1
 84 15  9  3 45  5  3  3  1
 85 15 10  3 50  5  3  4  1
 86 16  6  3 32  4  4  0  1
 87 16  9  3 48  4  4  2  1
 88 16  8  3 48  9  2  0  1
 89 18  9  3 54  9  2  2  1
 90 20  9  3 60 10  2  0  1
 91 21  9  3 63  7  3  0  1
 92 24  9  3 72  4  6  0  1
 93 24 10  3 80  6  4  0  1
 94  6  4  4  6  2  3  3  2
 95  6  8  4 12  2  3  6  4
 96  6  8  4 12  3  2  4  5
 97  8  5  4 10  4  2  3  2
 98  8  8  4 16  2  4  4  3
 99  8  8  4 16  4  2  6  3
100  8  9  4 18  2  4  5  3
101  8  9  4 18  4  2  3  4
102  8 10  4 20  2  4  6  3
103  8 10  4 20  4  2  6  4
104  9  4  4  9  3  3  3  1
105  9  8  4 18  3  3  6  2
106 10  8  4 20  5  2  0  3
107 10 10  4 25  2  5  5  2
108 10 10  4 25  5  2  6  3
109 12  4  4 12  6  2  2  1
110 12  8  4 24  6  2  4  2
111 12 10  4 30  3  4  2  3
112 14  4  4 14  7  2  0  1
113 14  8  4 28  7  2  0  2
114 15  4  4 15  5  3  0  1
115 15  8  4 30  5  3  6  1
116 15  8  4 30  5  3  0  2
117 15  8  4 30  3  5  1  2
118 16  6  4 24  4  4  2  1
119 16  7  4 28  4  4  3  1
120 16  8  4 32  4  4  4  1
121 16  9  4 36  4  4  5  1
122 16  9  4 36  4  4  1  2
123 16 10  4 40  4  4  6  1
124 20  9  4 45  4  5  3  1
125 24  7  4 42  8  3  0  1
126 24  9  4 54  8  3  3  1
127 24 10  4 60  3  8  2  1
128 26  8  4 52 13  2  0  1
129 27  8  4 54  9  3  0  1
130 28  8  4 56  7  4  0  1
131 28 10  4 70  7  4  2  1
132 30 10  4 75 15  2  2  1
133  8  5  5  8  2  4  4  2
134  8  5  5  8  4  2  2  3
135  8 10  5 16  2  4  8  4
136  8 10  5 16  4  2  4  6
137  9  5  5  9  3  3  4  2
138  9 10  5 18  3  3  8  4
139 10  5  5 10  5  2  4  2
140 10  7  5 14  5  2  4  3
141 10 10  5 20  2  5  5  4
142 10 10  5 20  5  2  8  4
143 12  5  5 12  3  4  4  1
144 12  5  5 12  6  2  0  2
145 12  5  5 12  4  3  1  2
146 12 10  5 24  3  4  8  2
147 12 10  5 24  6  2  0  4
148 12 10  5 24  4  3  2  4
149 15 10  5 30  5  3  8  2
150 15 10  5 30  5  3  2  3
151 18 10  5 36  9  2  8  2
152 20 10  5 40  5  4  8  1
153 24  5  5 24  6  4  0  1
154 24 10  5 48  6  4  0  2
155 25  7  5 35  5  5  2  1
156 25  8  5 40  5  5  3  1
157 25  9  5 45  5  5  4  1
158 25 10  5 50  5  5  5  1
159 35 10  5 70  5  7  2  1
160 39 10  5 78 13  3  2  1
161 40  9  5 72 10  4  0  1
162 44 10  5 88 11  4  0  1
163 45 10  5 90  9  5  0  1
164  8  9  6 12  2  4  7  6
165  9 10  6 15  3  3  7  6
166 10  6  6 10  2  5  5  2
167 12  9  6 18  3  4  7  3
168 15  6  6 15  3  5  5  1
169 18  8  6 24  6  3  5  2
170 27  6  6 27  9  3  3  1
171 28  6  6 28  7  4  2  1
172  9  7  7  9  3  3  6  5
173 12  7  7 12  2  6  6  2
174 12  7  7 12  3  4  6  3
175 12  7  7 12  6  2  2  4
176 12  7  7 12  4  3  3  4
177 14  7  7 14  7  2  6  3
178 18  7  7 18  3  6  6  1
179 20  7  7 20  4  5  3  2
180 20  7  7 20 10  2  6  2
181 28 10  7 40  4  7  3  2
182 33  7  7 33  3 11  2  1
183 48  7  7 48  8  6  0  1
184 49  9  7 63  7  7  2  1
185 49 10  7 70  7  7  3  1
186 12  8  8 12  6  2  6  5
187 14  8  8 14  2  7  7  2
188 21  8  8 21  3  7  7  1
189 24  8  8 24  4  6  4  2
190 48  8  8 48 12  4  4  1
191 63  8  8 63  9  7  0  1
192 64 10  8 80  8  8  2  1
193 12  9  9 12  3  4  8  6
194 15  9  9 15  3  5  8  4
195 16  9  9 16  2  8  8  2
196 18  9  9 18  6  3  6  4
197 18  9  9 18  9  2  8  4
198 24  9  9 24  3  8  8  1
199 26  9  9 26 13  2  0  3
200 28  9  9 28  4  7  5  2
201 78  9  9 78 13  6  0  1
202 80  9  9 80 10  8  0  1
203 12 10 10 12  4  3  9  8
204 14 10 10 14  2  7  8  6
205 14 10 10 14  7  2  6  7
206 18 10 10 18  2  9  9  2
207 27 10 10 27  3  9  9  1
208 32 10 10 32  4  8  6  2
209 75 10 10 75 15  5  5  1
