  1  4  2  2   4  2  2  0  1
  2  4  4  2   8  2  2  0  2
  3  4  6  2  12  2  2  0  3
  4  4  8  2  16  2  2  0  4
  5  4 10  2  20  2  2  0  5
  6  6  3  2   9  2  3  0  1
  7  6  6  2  18  2  3  0  2
  8  6  9  2  27  2  3  0  3
  9  8  4  2  16  2  4  0  1
 10  8  8  2  32  2  4  0  2
 11 10  5  2  25  2  5  0  1
 12 10 10  2  50  2  5  0  2
 13 12  6  2  36  2  6  0  1
 14 14  7  2  49  2  7  0  1
 15 16  8  2  64  2  8  0  1
 16 18  9  2  81  2  9  0  1
 17 20 10  2 100  2 10  0  1
 18  6  2  3   4  3  2  0  1
 19  6  4  3   8  3  2  0  2
 20  6  6  3  12  3  2  0  3
 21  6  8  3  16  3  2  0  4
 22  6 10  3  20  3  2  0  5
 23  9  3  3   9  3  3  0  1
 24  9  6  3  18  3  3  0  2
 25  9  9  3  27  3  3  0  3
 26 12  4  3  16  3  4  0  1
 27 12  8  3  32  3  4  0  2
 28 15  5  3  25  3  5  0  1
 29 15 10  3  50  3  5  0  2
 30 18  6  3  36  3  6  0  1
 31 21  7  3  49  3  7  0  1
 32 24  8  3  64  3  8  0  1
 33 27  9  3  81  3  9  0  1
 34 30 10  3 100  3 10  0  1
 35  6  6  4   9  2  3  3  4
 36  8  4  4   8  4  2  0  2
 37  8  6  4  12  4  2  0  3
 38  8  6  4  12  2  4  2  3
 39  8  8  4  16  4  2  0  4
 40  8 10  4  20  4  2  0  5
 41 12  3  4   9  4  3  0  1
 42 12  6  4  18  4  3  0  2
 43 12  9  4  27  4  3  0  3
 44 16  4  4  16  4  4  0  1
 45 16  8  4  32  4  4  0  2
 46 20  5  4  25  4  5  0  1
 47 20 10  4  50  4  5  0  2
 48 28  7  4  49  4  7  0  1
 49 32  8  4  64  4  8  0  1
 50 36  9  4  81  4  9  0  1
 51 40 10  4 100  4 10  0  1
 52 10  4  5   8  5  2  0  2
 53 10  6  5  12  5  2  0  3
 54 10  8  5  16  5  2  0  4
 55 10 10  5  20  5  2  0  5
 56 15  6  5  18  5  3  0  2
 57 15  9  5  27  5  3  0  3
 58 20  4  5  16  5  4  0  1
 59 20  8  5  32  5  4  0  2
 60 25  5  5  25  5  5  0  1
 61 25 10  5  50  5  5  0  2
 62 35  7  5  49  5  7  0  1
 63 40  8  5  64  5  8  0  1
 64 45  9  5  81  5  9  0  1
 65  9  6  6   9  3  3  3  4
 66 12  4  6   8  6  2  0  2
 67 12  6  6  12  6  2  0  3
 68 12  6  6  12  3  4  2  3
 69 12  8  6  16  6  2  0  4
 70 12 10  6  20  6  2  0  5
 71 12 10  6  20  2  6  4  5
 72 18  6  6  18  6  3  0  2
 73 18  9  6  27  6  3  0  3
 74 24  8  6  32  6  4  0  2
 75 30  5  6  25  6  5  0  1
 76 30 10  6  50  6  5  0  2
 77 42  7  6  49  6  7  0  1
 78 48  8  6  64  6  8  0  1
 79 54  9  6  81  6  9  0  1
 80 14  4  7   8  7  2  0  2
 81 14  6  7  12  7  2  0  3
 82 14  8  7  16  7  2  0  4
 83 14 10  7  20  7  2  0  5
 84 21  6  7  18  7  3  0  2
 85 21  9  7  27  7  3  0  3
 86 28  8  7  32  7  4  0  2
 87 49  7  7  49  7  7  0  1
 88 56  8  7  64  7  8  0  1
 89 63  9  7  81  7  9  0  1
 90 12  6  8   9  4  3  3  4
 91 16  6  8  12  8  2  0  3
 92 16  8  8  16  8  2  0  4
 93 16 10  8  20  8  2  0  5
 94 24  9  8  27  8  3  0  3
 95 32  8  8  32  8  4  0  2
 96 56  7  8  49  8  7  0  1
 97 64  8  8  64  8  8  0  1
 98 72  9  8  81  8  9  0  1
 99 18  6  9  12  9  2  0  3
100 18  8  9  16  9  2  0  4
101 18 10  9  20  9  2  0  5
102 27  9  9  27  9  3  0  3
103 36  8  9  32  9  4  0  2
104 72  8  9  64  9  8  0  1
105 81  9  9  81  9  9  0  1
106 20  6 10  12 10  2  0  3
107 20  8 10  16 10  2  0  4
108 20 10 10  20 10  2  0  5
109 30  9 10  27 10  3  0  3
110 90  9 10  81 10  9  0  1
